Index;Date;AssessedValue;Message
1883;Wed Nov 12 19:57:07 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1884;Wed Nov 12 19:56:43 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1885;Wed Nov 12 19:56:41 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
1886;Wed Nov 12 19:56:37 CET 2014;3.06;RT DoaneJohns: StaunchA AtheistOnWheels Atheism_Tweets hategroups Muslim allah is a dick quran http://t.co/Y5s3DaDoz3
1887;Wed Nov 12 19:56:37 CET 2014;4.31;Treat forgetfulness and poor concentration by Holy Quran
1888;Wed Nov 12 19:56:35 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1889;Wed Nov 12 19:56:33 CET 2014;-1.0;RT MariamBatool95: Hadith on learning and teaching the Holy Quran http://t.co/2Owz3GPMXb
1890;Wed Nov 12 19:56:33 CET 2014;-1.0;AmeerUlBahr Isisnews001 
1891;Wed Nov 12 19:56:33 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1892;Wed Nov 12 19:56:17 CET 2014;2.75;RT PAWACS: We took revenge on Pharaohs and drowned them all. Quran, 43:55 Justice4ModelTownIncident
1893;Wed Nov 12 19:56:14 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1894;Wed Nov 12 19:56:06 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1895;Wed Nov 12 19:55:58 CET 2014;5.1;RT Solar_unique: Re Last RT: "Allah will not change the condition of a people until they change what is in themselves". Quran 13:11.
1896;Wed Nov 12 19:55:56 CET 2014;3.95;tassadezae_ who told u dat Big fat lie? Please don' t lie on Allah. Go read the Quran and Tafsir
1897;Wed Nov 12 19:55:56 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1898;Wed Nov 12 19:55:54 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1899;Wed Nov 12 19:55:53 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1900;Wed Nov 12 19:55:49 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1901;Wed Nov 12 19:55:41 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1902;Wed Nov 12 19:55:38 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1903;Wed Nov 12 19:55:36 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1904;Wed Nov 12 19:55:33 CET 2014;2.57;RT niqabtweet: Verily, with every difficulty there is relief.
1905;Wed Nov 12 19:55:32 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1906;Wed Nov 12 19:55:31 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1907;Wed Nov 12 19:55:29 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1908;Wed Nov 12 19:55:19 CET 2014;5.1;Can you imagine the carnage on our streets if they were Muslim? Why do we accept this? persecution 
1909;Wed Nov 12 19:55:17 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1910;Wed Nov 12 19:55:11 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1911;Wed Nov 12 19:55:08 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
1912;Wed Nov 12 19:54:59 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1913;Wed Nov 12 19:54:51 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
1914;Wed Nov 12 19:54:49 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1915;Wed Nov 12 19:54:45 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
1916;Wed Nov 12 19:54:43 CET 2014;8.0;RT AYPAKMUSLIM: "FaoziHilman: I love Quran ? http://t.co/Zk5dKGIYNL"
1917;Wed Nov 12 19:54:37 CET 2014;5.81;RT RahatBinIslam: Verily, in the remembrance of Allah do hearts find rest.
1918;Wed Nov 12 19:54:33 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
1919;Wed Nov 12 19:54:29 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1920;Wed Nov 12 19:54:29 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1921;Wed Nov 12 19:54:20 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1922;Wed Nov 12 19:54:20 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1923;Wed Nov 12 19:54:07 CET 2014;8.0;"FaoziHilman: I love Quran ? http://t.co/Zk5dKGIYNL"
1924;Wed Nov 12 19:54:01 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1925;Wed Nov 12 19:53:52 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1926;Wed Nov 12 19:53:49 CET 2014;-1.0;Im still out here trappin!!!!
1927;Wed Nov 12 19:53:46 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1928;Wed Nov 12 19:53:37 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1929;Wed Nov 12 19:53:36 CET 2014;-1.0;RT Habibies: AlAqsa Mosuqe today - Wake up Muslim Ummah :( HandsOffAlAqsa
1930;Wed Nov 12 19:53:26 CET 2014;5.32;Still A Chance Spoken Word Must Watch http://t.co/SheTUqDOBs Islam muslims God Allah Lord Quran koran prophet muhammed Gaza pray?
1931;Wed Nov 12 19:53:26 CET 2014;-1.0;RT MariamBatool95: Hadith on learning and teaching the Holy Quran http://t.co/2Owz3GPMXb
1932;Wed Nov 12 19:53:18 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1933;Wed Nov 12 19:53:00 CET 2014;5.25;RT Lambar_Daar: If you hate women, the Quran may be right for you! JihadistJoe
1934;Wed Nov 12 19:52:56 CET 2014;5.09;Frank_Turek Thx for following. Here is a review of my latest book. Blessings. https://t.co/0Piaz9KJJK
1935;Wed Nov 12 19:52:48 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1936;Wed Nov 12 19:52:46 CET 2014;6.01;RT AbooMuslim: The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
1937;Wed Nov 12 19:52:44 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1938;Wed Nov 12 19:52:43 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1939;Wed Nov 12 19:52:42 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1940;Wed Nov 12 19:52:37 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1941;Wed Nov 12 19:52:37 CET 2014;5.25;If you hate women, the Quran may be right for you! JihadistJoe
1942;Wed Nov 12 19:52:36 CET 2014;-1.0;RT _M_G_W_V_: ?????? FOLLOWTRICK ??????
1943;Wed Nov 12 19:52:25 CET 2014;4.06;RT TeamPalestina: A Palestinian shows a damaged Quran, Islam's holy book, in a mosque following an attack in the West Bank village... http…
1944;Wed Nov 12 19:52:24 CET 2014;-1.0;?????? FOLLOWTRICK ??????
1945;Wed Nov 12 19:52:21 CET 2014;6.12;RT AtomicD_: Its only a matter of days before Muslims start claiming the Rosetta Philae CometLanding was foretold in the Quran 
1946;Wed Nov 12 19:52:11 CET 2014;5.53;Pinchey1964 I judge Islam by learning about the foundation of faith and the main message in Quran promoting justice,freedom&good doing 2/2
1947;Wed Nov 12 19:52:09 CET 2014;-1.0;RT danialzz__: *Results day*
1948;Wed Nov 12 19:51:54 CET 2014;5.84;RT PerfectQuran: Thereof We created you, and into it We shall return you, and from it We shall bring you out... http://t.co/jvlwoiHJmb Qu…
1949;Wed Nov 12 19:51:50 CET 2014;5.32;"So will they not repent to Allah and seek His forgiveness? And Allah is Forgiving and Merciful." -Quran Surat Al-Ma'idah [5:74]
1950;Wed Nov 12 19:51:37 CET 2014;5.72;Treasure towards master the quran online: lKD
1951;Wed Nov 12 19:51:29 CET 2014;5.91;Don't be scared to know the new thing in your life and it's never change until you're die.. Al-Quran is Asy-Syifa'.. just find out about it.
1952;Wed Nov 12 19:51:29 CET 2014;2.86;RT patel_ismael: And Allah wouldn’t punish them while they were praying for forgiveness. (Quran 8:33)
1953;Wed Nov 12 19:51:26 CET 2014;4.93;RT FatimahTasbeeh: [For such is the state of the disbelievers], until, when death comes to one of them, he says, "My Lord, send me back
1954;Wed Nov 12 19:51:18 CET 2014;6.05;RT iandavidmorris: Quran manuscript uni_tue has just been redated to 7th century: http://t.co/LrBCJhSccP HT beyonddarkages http://t.co/…
1955;Wed Nov 12 19:50:38 CET 2014;5.52;RT Persianboi10: "Has the Quran pro app on his phone but drinks alcohol and smokes weed" ??????????????
1956;Wed Nov 12 19:50:35 CET 2014;-1.0;RT danialzz__: *Results day*
1957;Wed Nov 12 19:50:26 CET 2014;4.13;JihadistJoe am an ex muslim, and there is no such thing in quran or hadith that mohammed did this ..
1958;Wed Nov 12 19:50:25 CET 2014;3.52;For every problem there's an ayah in the Quran
1959;Wed Nov 12 19:50:22 CET 2014;5.73;RT patel_ismael: If you refuse to acknowledge the truth, will you protect yourselves on that Day which shall turn the hair of children gre…
1960;Wed Nov 12 19:50:02 CET 2014;5.68;RT Moroccahantas: I need to pick up a Quran !
1961;Wed Nov 12 19:49:29 CET 2014;5.53;aushabumhole1 ursousless you  haven't read the quran or met a Islamic scholar so all your points are invalid
1962;Wed Nov 12 19:49:28 CET 2014;-1.0;RT PropitiousOn3: Ameen Quran quotes Islam Karachi Lahore Islamabad Pakistan MohammedPBuH SealofProphets http://t.co/do37GWoJL4
1963;Wed Nov 12 19:48:54 CET 2014;-1.0;Programming & Web Solutions http://t.co/kG8Wv8hpXe quran http://t.co/BfD1YcYHFQ
1964;Wed Nov 12 19:48:13 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
1965;Wed Nov 12 19:48:13 CET 2014;6.05;RT iandavidmorris: Quran manuscript uni_tue has just been redated to 7th century: http://t.co/LrBCJhSccP HT beyonddarkages http://t.co/…
1966;Wed Nov 12 19:48:01 CET 2014;5.1;RT Solar_unique: Re Last RT: "Allah will not change the condition of a people until they change what is in themselves". Quran 13:11.
1967;Wed Nov 12 19:47:25 CET 2014;6.31;The Quran is a light for the heart and a guide for the soul??:)
1968;Wed Nov 12 19:47:19 CET 2014;4.06;RT TeamPalestina: A Palestinian shows a damaged Quran, Islam's holy book, in a mosque following an attack in the West Bank village... http…
1969;Wed Nov 12 19:47:14 CET 2014;5.49;IzzahHackers AnxnKiller Aus_Anonymous Jerusalem is capital of Israel and always will be. Not even mentioned ONCE in Quran. You have Mecca
1970;Wed Nov 12 19:47:11 CET 2014;5.1;RT Solar_unique: Re Last RT: "Allah will not change the condition of a people until they change what is in themselves". Quran 13:11.
1971;Wed Nov 12 19:47:08 CET 2014;-1.0;http://t.co/xC66tMKofb has 6 Users Online! - http://t.co/Usg5VrlF5Z
1972;Wed Nov 12 19:46:42 CET 2014;5.52;"Has the Quran pro app on his phone but drinks alcohol and smokes weed" ??????????????
1973;Wed Nov 12 19:46:20 CET 2014;6.5;Just find the answer in the right way, it's better if you learn how to open your eyes and heart in the best way... try to find out Al-Quran.
1974;Wed Nov 12 19:46:08 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
1975;Wed Nov 12 19:45:50 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
1976;Wed Nov 12 19:45:45 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
1977;Wed Nov 12 19:45:37 CET 2014;-1.0;RT wjdanalenezi: Among the Sahaba who were given the honour of being scribes of the Quran for the Prophet were Muawiyah Ibn Abi Sufyan …
1978;Wed Nov 12 19:45:33 CET 2014;-1.0;Truthr Isisnews001 is it written in the Ayah that Quranic wahi is "ONLY" from the quran??
1979;Wed Nov 12 19:45:32 CET 2014;-1.0;RT MeIncheny: *Results day*
1980;Wed Nov 12 19:45:30 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
1981;Wed Nov 12 19:45:22 CET 2014;-1.0;RT danialzz__: *Results day*
1982;Wed Nov 12 19:45:16 CET 2014;5.1;RT Solar_unique: Re Last RT: "Allah will not change the condition of a people until they change what is in themselves". Quran 13:11.
1983;Wed Nov 12 19:44:24 CET 2014;-1.0;RT danialzz__: *Results day*
1984;Wed Nov 12 19:44:20 CET 2014;5.73;RT SunniPrisoners: Iran arrests 16 Ahwazi Sunni converts at Qur'an class in Ahwaz
1985;Wed Nov 12 19:44:17 CET 2014;5.1;Re Last RT: "Allah will not change the condition of a people until they change what is in themselves". Quran 13:11.
1986;Wed Nov 12 19:44:00 CET 2014;5.68;I need to pick up a Quran !
1987;Wed Nov 12 19:43:56 CET 2014;6.03;JaneGrover1 It will happen go read Quran and see it for yourself what has Allah promised for the believers
1988;Wed Nov 12 19:43:52 CET 2014;5.7;...And mention of the Fire is not but a reminder to humanity. Quran~ [74:31]
1989;Wed Nov 12 19:43:39 CET 2014;-1.0;AmeerUlBahr Isisnews001 
1990;Wed Nov 12 19:43:06 CET 2014;-1.0;Truthr Isisnews001 Quran and hadith both
1991;Wed Nov 12 19:43:05 CET 2014;-1.0;RT 1TheNelson: Pakistani Christian Couple Burned Alive in Kiln for Torching Quran  http://t.co/4rttjDVMBT via NBCNews
1992;Wed Nov 12 19:43:05 CET 2014;5.91;Atheist and Christians have a look at these Scientific Miracles in the Quran 
1993;Wed Nov 12 19:43:02 CET 2014;-1.0;RT chotaa_khan: The Quran
1994;Wed Nov 12 19:43:01 CET 2014;6.01;RT AbooMuslim: The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
1995;Wed Nov 12 19:42:33 CET 2014;4.5;Israeli settlers torch mosque, copies of the Quran in West Bank | Al Akhbar English http://t.co/OBbB4YO5Nx
1996;Wed Nov 12 19:42:33 CET 2014;-1.0;Indeed He is, of all things, Knowing. Quran 42:12
1997;Wed Nov 12 19:42:26 CET 2014;-1.0;RT inzerogravity: "If it was good, it would'hv stayed."
1998;Wed Nov 12 19:42:04 CET 2014;3.95;There is no compulsion in religion” (Quran, 2:256) http://t.co/A1O6AZN07G 
1999;Wed Nov 12 19:41:57 CET 2014;-1.0;Truthr Isisnews001 not this one, 10:15 one..where u translated "it was only QURAN that was sent to Prophet by Allah"
2000;Wed Nov 12 19:41:47 CET 2014;-1.0;AmeerUlBahr Isisnews001 
2001;Wed Nov 12 19:41:46 CET 2014;7.45;DearMum | Spoken Word Official Video http://t.co/Hls0YF3lHF Islam muslims God Allah Lord Quran koran love mom peace mercy pray?
2002;Wed Nov 12 19:41:14 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
2003;Wed Nov 12 19:41:10 CET 2014;-1.0;Reading the Quran. Absolutely breathtaking.
2004;Wed Nov 12 19:41:06 CET 2014;-1.0;RT Alhamdhulillaah: But they plan, and Allah plans. And Allah is the best of planners. Quran 8:30
2005;Wed Nov 12 19:41:00 CET 2014;6.95;RT ShIbnTaymiyyah: Unquestionably, the help of Allah is near Quran 2:214
2006;Wed Nov 12 19:40:54 CET 2014;4.33;RT AlakhbarEnglish: Adeis: In October alone Israeli settlers carried out 110 separate attacks on religious sites
2007;Wed Nov 12 19:40:13 CET 2014;6.5;Surely my guardian is God, Who has revealed the Book (the Quran), and He protects the righteous. Q7:196
2008;Wed Nov 12 19:40:07 CET 2014;6.18;RT YzZaynab: “Moroccandon: All I wanna do is finish my cw, read Quran then sleep”mashallah
2009;Wed Nov 12 19:39:47 CET 2014;-1.0;RT danialzz__: *Results day*
2010;Wed Nov 12 19:39:43 CET 2014;7.34;RT ShIbnTaymiyyah: Its amazing how beautiful the Quran is when you understand everything in context.
2011;Wed Nov 12 19:39:36 CET 2014;-1.0;"If it was good, it would'hv stayed."
2012;Wed Nov 12 19:39:26 CET 2014;6.23;mustafaarif let's not make it a personal fight. Plz read the links, they've quoted Hadith and Quran in that.And then we'll follow wt v like
2013;Wed Nov 12 19:39:18 CET 2014;6.01;RT AbooMuslim: The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
2014;Wed Nov 12 19:39:14 CET 2014;6.18;“Moroccandon: All I wanna do is finish my cw, read Quran then sleep”mashallah
2015;Wed Nov 12 19:39:13 CET 2014;5.42;RT classicshire: Islam is not a religion of terrorism. 
2016;Wed Nov 12 19:39:09 CET 2014;6.53;RT TheMuslimFamily: "If you are grateful, I will give you more
2017;Wed Nov 12 19:39:06 CET 2014;5.37;RT AhmadiyyaUK: Huzoor quoting verse after verse of the Holy Quran which clearly stipulates there is no room for forceful conversion or ag…
2018;Wed Nov 12 19:39:02 CET 2014;5.71;RT Jabhat_222: What is the difference between a peaceful Muslim & a Quran fueled martyr in Islam?
2019;Wed Nov 12 19:38:58 CET 2014;6.01;The Quran is the word of Allaah. How can we allow a single day to pass without reading the words of our Lord?
2020;Wed Nov 12 19:38:58 CET 2014;-1.0;RT danialzz__: *Results day*
2021;Wed Nov 12 19:38:45 CET 2014;5.9;RT ShahidKazmiMIB: Wast collection of Books, DVDs, Audio tapes & Irfan-ul-Quran (translation of Quran) by Dr Tahir-ul-Qadri for Ummah http…
2022;Wed Nov 12 19:38:27 CET 2014;6.32;AmnaKhanPTI we all r addicts but still you can listen to quran lessons to come out of it Tafsir
2023;Wed Nov 12 19:38:23 CET 2014;5.9;RT ShahidKazmiMIB: Wast collection of Books, DVDs, Audio tapes & Irfan-ul-Quran (translation of Quran) by Dr Tahir-ul-Qadri for Ummah http…
2024;Wed Nov 12 19:38:16 CET 2014;-1.0;RT Its_Revealing: Quran allah's words are totaly perfect!
2025;Wed Nov 12 19:37:43 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
2026;Wed Nov 12 19:37:22 CET 2014;5.07;RT Todd__Kincannon: PRICELESS! MT JihadistJoe swap the word muslims for infidels in the Quran, it magically becomes a book of bigotry htt…
2027;Wed Nov 12 19:37:21 CET 2014;6.81;RT TolerantMuslim: IAmMuslimARC because of this beautiful verse from the Quran. What differentiates us is our conduct, not race! http://…
2028;Wed Nov 12 19:37:17 CET 2014;3.19;http://t.co/DRowrzChPf UN racism envoy is in S.Korea http://t.co/ZpVN7oz4dB Jihad Quran Saudi Yemen Afganistan Oman Palestine Libia
2029;Wed Nov 12 19:37:00 CET 2014;6.44;All I wanna do is finish my cw, read Quran then sleep
2030;Wed Nov 12 19:36:49 CET 2014;-1.0;RT Jabhat_222: Burnt with the Quran. 
2031;Wed Nov 12 19:36:42 CET 2014;-1.0;AmeerUlBahr Isisnews001 
2032;Wed Nov 12 19:36:29 CET 2014;5.55;RT Jabhat_222: The reason there's 100's of millions of Radical Muslims is that they follow the Quran
2033;Wed Nov 12 19:36:22 CET 2014;5.15;RT Jabhat_222: Muslims originate from a cave in the Arabian peninsula. LOL
2034;Wed Nov 12 19:36:20 CET 2014;6.2;RT QreativeRevolt: Did u know that TahirulQadri founded Minhaj-ul-Quran Int. in 1981 & Network has since spread to over 90 Countries? htt…
2035;Wed Nov 12 19:36:07 CET 2014;6.0;RT Jabhat_222: The Quran makes all Muslims to be jihadists/terrorists. No matter if they want it or not.
2036;Wed Nov 12 19:35:56 CET 2014;5.81;RT RahatBinIslam: Verily, in the remembrance of Allah do hearts find rest.
2037;Wed Nov 12 19:35:46 CET 2014;2.75;We took revenge on Pharaohs and drowned them all. Quran, 43:55 Justice4ModelTownIncident
2038;Wed Nov 12 19:35:36 CET 2014;5.7;Respect the womb that bore you’. Quran 0401
2039;Wed Nov 12 19:34:47 CET 2014;5.81;RT RahatBinIslam: Verily, in the remembrance of Allah do hearts find rest.
2040;Wed Nov 12 19:34:28 CET 2014;6.2;RT QreativeRevolt: Did u know that TahirulQadri founded Minhaj-ul-Quran Int. in 1981 & Network has since spread to over 90 Countries? htt…
2041;Wed Nov 12 19:34:26 CET 2014;4.15;nadiakhaan HamidMirGEO Quran does not preach honesty, sincearity, truthfullness, lolyalty.
2042;Wed Nov 12 19:34:05 CET 2014;-1.0;RT danialzz__: *Results day*
2043;Wed Nov 12 19:33:56 CET 2014;6.2;RT QreativeRevolt: Did u know that TahirulQadri founded Minhaj-ul-Quran Int. in 1981 & Network has since spread to over 90 Countries? htt…
2044;Wed Nov 12 19:33:52 CET 2014;2.57;Verily, with every difficulty there is relief.
2045;Wed Nov 12 19:33:45 CET 2014;6.09;RT wasim_dr: Allah is the protecting guardian of those who believe He leads them out of the darkness into the light.
2046;Wed Nov 12 19:33:45 CET 2014;-1.0;RT danialzz__: *Results day*
2047;Wed Nov 12 19:33:42 CET 2014;5.86;They (Messengers) said: "O Lout (Lot)! Verily, we are the Messengers from your Lord! They shall not ... http://t.co/pjJLH96xf0 Quran 11:81
2048;Wed Nov 12 19:33:20 CET 2014;5.97;RT AsyraafYusri: The power of Al-Quran. http://t.co/6byiGpJJFl
2049;Wed Nov 12 19:33:12 CET 2014;5.86;Truthr Isisnews001 what Allah have revealed...(that includes all the teachings of the Holy Prophet including Quran and hadith)
2050;Wed Nov 12 19:33:08 CET 2014;4.06;A Palestinian shows a damaged Quran, Islam's holy book, in a mosque following an attack in the West Bank village... http://t.co/WD1PStZ8ns
